Entity,Code,Year,ag_land_index,labor_index,food_supply_per_capita
Netherlands,NLD,1983,83.6479,141.25,2.7380102
Netherlands,NLD,1984,84.5108,138.7773,3.0763214
Netherlands,NLD,1985,84.9466,138.1563,3.0565267
Netherlands,NLD,1986,85.9393,139.901,2.6983883
Netherlands,NLD,1987,86.8838,140.3769,3.1465847
Netherlands,NLD,1988,87.1919,140.8527,2.6489508
Netherlands,NLD,1989,87.408,138.4734,2.739402
Netherlands,NLD,1990,87.4655,139.4251,2.8694878
Netherlands,NLD,1991,87.2596,142.2803,2.4213474
Netherlands,NLD,1992,87.7771,138.7206,2.78085
Netherlands,NLD,1993,87.6948,148.6136,2.762719
Netherlands,NLD,1994,86.4956,146.9663,2.74436
Netherlands,NLD,1995,85.3905,141.441,2.735269
Netherlands,NLD,1996,86.6596,138.7762,2.7158659
Netherlands,NLD,1997,87.2282,140.8556,2.6953511
Netherlands,NLD,1998,88.7312,138.2756,3.4823196
Netherlands,NLD,1999,90.3227,130.0647,3.4613338
Netherlands,NLD,2000,90.9259,135.8225,3.142246
Netherlands,NLD,2001,89.0769,133.6807,2.544953
Netherlands,NLD,2002,88.9009,122.2415,2.5276299
Netherlands,NLD,2003,87.1039,134.0229,2.521004
Netherlands,NLD,2004,103.3419,143.5631,2.5038533
Netherlands,NLD,2005,102.7547,154.9485,2.4961503
Netherlands,NLD,2006,100.3221,155.7756,2.4876442
Netherlands,NLD,2007,100.207,147.3438,2.4778008
Netherlands,NLD,2008,101.0758,140.4123,2.4664598
Netherlands,NLD,2009,100.3929,135.5837,2.4536743
Netherlands,NLD,2010,98.0991,128.9157,2.4496872
Netherlands,NLD,2011,96.9236,115.7217,2.434818
Netherlands,NLD,2012,97.2174,115.2593,2.4694662
Netherlands,NLD,2013,99.2829,89.3995,2.4541333
Netherlands,NLD,2014,99.8256,97.7846,2.979228
Netherlands,NLD,2015,100,100,2.6836634
Netherlands,NLD,2016,98.9466,98.3925,2.5187135
Netherlands,NLD,2017,99.6048,98.9044,2.9180772
Netherlands,NLD,2018,98.5153,93.6988,3.2667165
Netherlands,NLD,2019,97.7572,94.3259,3.3577344
New Zealand,NZL,1961,181.3542,87.2663,0.16946734
New Zealand,NZL,1962,181.8302,87.9274,0.33872673
New Zealand,NZL,1963,181.4207,87.9274,0.35871992
New Zealand,NZL,1964,181.5712,87.9274,0.4883628
New Zealand,NZL,1965,181.9173,87.9274,0.5578097
New Zealand,NZL,1966,181.1821,87.9274,0.5965664
New Zealand,NZL,1967,181.2717,87.2663,0.54572165
New Zealand,NZL,1968,181.3152,87.2663,0.68538904
New Zealand,NZL,1969,181.0433,86.6052,0.86676556
New Zealand,NZL,1970,181.7047,86.6052,0.47930858
New Zealand,NZL,1971,181.9362,87.9274,0.42045513
New Zealand,NZL,1972,183.8911,90.5719,0.6823546
New Zealand,NZL,1973,182.2512,92.5552,0.44138128
New Zealand,NZL,1974,181.284,94.5385,0.46002933
New Zealand,NZL,1975,180.8719,95.8607,0.4481924
New Zealand,NZL,1976,180.6927,96.5218,0.357834
New Zealand,NZL,1977,179.3785,97.1829,0.47722313
New Zealand,NZL,1978,178.82,97.8441,0.80631423
New Zealand,NZL,1979,176.9751,97.8441,0.8881492
New Zealand,NZL,1980,176.6736,98.5052,1.32993
New Zealand,NZL,1981,177.5451,99.1663,1.8425493
New Zealand,NZL,1982,175.371,100.4885,2.202263
New Zealand,NZL,1983,177.5743,101.8107,2.1774063
New Zealand,NZL,1984,176.7142,103.1329,2.1557863
New Zealand,NZL,1985,175.6157,105.1162,3.0005875
New Zealand,NZL,1986,178.7145,106.4385,4.2620792
New Zealand,NZL,1987,179.9288,107.7607,4.0340734
New Zealand,NZL,1988,176.1254,109.0829,4.1310644
New Zealand,NZL,1989,176.5957,111.0662,4.0629377
New Zealand,NZL,1990,180.6069,113.0495,3.0005405
New Zealand,NZL,1991,169.5373,113.0495,2.870342
New Zealand,NZL,1992,158.19,114.4452,1.5667752
New Zealand,NZL,1993,152.4665,113.7474,2.8131042
New Zealand,NZL,1994,140.8688,116.5387,2.5614896
New Zealand,NZL,1995,135.4349,113.7474,1.6504945
New Zealand,NZL,1996,134.3539,113.7474,0.9869571
New Zealand,NZL,1997,134.3118,105.3733,2.9114904
New Zealand,NZL,1998,134.3118,103.2798,6.404212
New Zealand,NZL,1999,134.3118,115.8409,2.917392
New Zealand,NZL,2000,134.3126,108.8625,5.4838862
New Zealand,NZL,2001,145.2649,117.2366,1.607163
New Zealand,NZL,2002,91.6332,117.2366,1.1639419
New Zealand,NZL,2003,89.3403,111.6539,2.440641
New Zealand,NZL,2004,93.1099,106.769,2.4185681
New Zealand,NZL,2005,91.5962,103.9777,2.1706395
New Zealand,NZL,2006,84.2751,106.769,2.242687
New Zealand,NZL,2007,95.4592,108.1647,1.624415
New Zealand,NZL,2008,96.8989,106.0712,1.5765469
New Zealand,NZL,2009,99.1193,99.7906,3.3455677
New Zealand,NZL,2010,100.8604,104.1172,3.5793753
New Zealand,NZL,2011,100.6466,106.769,4.115132
New Zealand,NZL,2012,102.5536,105.0942,4.3360105
New Zealand,NZL,2013,103.8311,101.0468,4.1426663
New Zealand,NZL,2014,105.6111,99.6511,4.725659
New Zealand,NZL,2015,100,100,4.885842
New Zealand,NZL,2016,102.2664,114.2708,4.660908
New Zealand,NZL,2017,100.7255,113.9218,4.626458
New Zealand,NZL,2018,101.3282,109.0021,4.911087
New Zealand,NZL,2019,101.3036,109.5255,6.520119
Russia,RUS,1961,112.3545,259.0303,0.502203041
Russia,RUS,1962,112.5933,254.5905,0.502203041
Russia,RUS,1963,111.7616,249.7094,0.502203041
Russia,RUS,1964,111.1157,244.3123,0.502203041
Russia,RUS,1965,107.0739,238.3586,0.502203041
Russia,RUS,1966,107.1358,238.4766,0.502203041
Russia,RUS,1967,107.1153,238.5945,0.502203041
Russia,RUS,1968,107.1109,238.7125,0.502203041
Russia,RUS,1969,107.0673,238.8304,0.502203041
Russia,RUS,1970,107.1592,238.9484,0.502203041
Russia,RUS,1971,107.1717,222.0814,0.502203041
Russia,RUS,1972,107.264,215.6531,0.502203041
Russia,RUS,1973,107.3857,215.8694,0.502203041
Russia,RUS,1974,107.6281,213.0975,0.502203041
Russia,RUS,1975,107.7284,228.0183,0.502203041
Russia,RUS,1976,107.9137,207.3966,0.502203041
Russia,RUS,1977,108.0615,204.6444,0.502203041
Russia,RUS,1978,108.3515,210.0505,0.502203041
Russia,RUS,1979,108.5088,215.4565,0.502203041
Russia,RUS,1980,109.2636,220.8823,0.502203041
Russia,RUS,1981,109.3426,217.886,0.502203041
Russia,RUS,1982,109.3999,218.1478,0.502203041
Russia,RUS,1983,109.2765,217.1957,0.502203041
Russia,RUS,1984,109.2104,216.526,0.502203041
Russia,RUS,1985,109.0912,214.4138,0.502203041
Russia,RUS,1986,108.977,211.0013,0.502203041
Russia,RUS,1987,108.6641,207.865,0.502203041
Russia,RUS,1988,108.5609,203.7395,0.502203041
Russia,RUS,1989,108.3315,202.06,0.502203041
Russia,RUS,1990,107.8394,200.4527,0.502203041
Russia,RUS,1991,107.5429,200.6258,0.502203041
Russia,RUS,1992,107.8709,208.3822,0.45021904
Russia,RUS,1993,105.9401,208.2008,0.39985418
Russia,RUS,1994,105.2052,211.7988,0.37983373
Russia,RUS,1995,104.5239,200.7927,0.18005398
Russia,RUS,1996,103.4355,190.8458,0.18017194
Russia,RUS,1997,104.4668,177.0537,0.2001893
Russia,RUS,1998,103.3199,179.7738,0.290085
Russia,RUS,1999,102.5066,175.0569,0.36984837
Russia,RUS,2000,102.1285,172.4686,0.3897826
Russia,RUS,2001,101.7455,161.6398,0.3698342
Russia,RUS,2002,101.4406,155.7116,0.50975776
Russia,RUS,2003,100.8289,147.6512,0.41980666
Russia,RUS,2004,100.51,138.7082,0.55991215
Russia,RUS,2005,100.2137,142.798,0.6405917
Russia,RUS,2006,100.042,140.7622,0.91238916
Russia,RUS,2007,100.0052,130.7759,0.5922027
Russia,RUS,2008,100.0195,124.844,0.6828061
Russia,RUS,2009,100,118.2618,0.812978
Russia,RUS,2010,100,111.6468,0.6015725
Russia,RUS,2011,100,112.2288,0.64032793
Russia,RUS,2012,100,108.0107,0.6180171
Russia,RUS,2013,100,102.8667,0.406802
Russia,RUS,2014,100,99.1309,0.5514483
Russia,RUS,2015,100,100,0.6414007
Russia,RUS,2016,100,100.2142,0.56064004
Russia,RUS,2017,100,87.9508,0.54028755
Russia,RUS,2018,100,87.9244,0.4902749
Russia,RUS,2019,100,86.4673,0.67059755
South Korea,KOR,1961,117.7136,348.513,0.41796377
South Korea,KOR,1962,116.5647,347.6484,0.4864239
South Korea,KOR,1963,117.778,346.7859,0.45715138
South Korea,KOR,1964,122.4146,345.6209,2.0811822
South Korea,KOR,1965,126.8202,345.2569,2.9094174
South Korea,KOR,1966,129.354,350.2807,1.3803942
South Korea,KOR,1967,130.7415,346.2762,0.93065345
South Korea,KOR,1968,130.5839,345.6938,1.547453
South Korea,KOR,1969,132.3115,351.3,2.1820967
South Korea,KOR,1970,132.6487,357.9255,1.6392952
South Korea,KOR,1971,131.8758,355.0132,1.6965348
South Korea,KOR,1972,130.6631,389.2331,1.6776317
South Korea,KOR,1973,130.6465,405.4694,2.0257955
South Korea,KOR,1974,130.9444,406.5615,2.268338
South Korea,KOR,1975,131.6443,394.985,1.9612027
South Korea,KOR,1976,132.0683,407.7992,1.9263896
South Korea,KOR,1977,130.7541,393.5288,2.0483024
South Korea,KOR,1978,129.3464,377.2197,2.015991
South Korea,KOR,1979,128.818,355.8141,2.2678723
South Korea,KOR,1980,128.9816,338.8498,1.5698406
South Korea,KOR,1981,129.0033,349.5526,4.32208
South Korea,KOR,1982,128.869,335.7918,5.318566
South Korea,KOR,1983,128.5722,314.1678,6.5534596
South Korea,KOR,1984,128.074,284.9716,6.909921
South Korea,KOR,1985,127.9793,271.7933,8.879799
South Korea,KOR,1986,128.2772,266.624,10.783108
South Korea,KOR,1987,128.6595,260.6537,13.317637
South Korea,KOR,1988,128.5491,253.6641,12.667147
South Korea,KOR,1989,128.0817,250.3149,14.042176
South Korea,KOR,1990,127.216,235.6804,12.914964
South Korea,KOR,1991,126.4544,222.5749,12.301315
South Korea,KOR,1992,125.0954,194.1797,13.60422
South Korea,KOR,1993,123.9756,188.7919,14.028514
South Korea,KOR,1994,122.4234,181.4383,13.670734
South Korea,KOR,1995,119.2305,174.9583,16.496464
South Korea,KOR,1996,116.8385,169.1337,17.618069
South Korea,KOR,1997,115.6356,166.3669,18.614813
South Korea,KOR,1998,114.9362,174.5215,16.395618
South Korea,KOR,1999,114.3183,167.6047,15.565109
South Korea,KOR,2000,115.2841,160.9769,15.96813
South Korea,KOR,2001,113.9181,154.9417,16.371037
South Korea,KOR,2002,112.6416,149.3724,15.186665
South Korea,KOR,2003,111.772,139.1695,15.445813
South Korea,KOR,2004,111.0857,138.2238,15.042282
South Korea,KOR,2005,110.4305,131.6959,14.329037
South Korea,KOR,2006,109.0709,128.438,13.641252
South Korea,KOR,2007,107.9451,125.0082,13.762652
South Korea,KOR,2008,106.3967,122.9939,13.203634
South Korea,KOR,2009,104.6624,120.2815,12.678646
South Korea,KOR,2010,103.1361,114.7435,12.870399
South Korea,KOR,2011,101.9026,112.7154,14.215927
South Korea,KOR,2012,103.5974,110.5337,13.817808
South Korea,KOR,2013,102.6646,109.2664,12.189992
South Korea,KOR,2014,101.0591,104.51,14.31413
South Korea,KOR,2015,100,100,14.331668
South Korea,KOR,2016,98.1549,95.1738,15.172689
South Korea,KOR,2017,96.4989,96.0226,15.206305
South Korea,KOR,2018,95.311,97.5756,15.001979
South Korea,KOR,2019,94.5895,101.5616,14.783045
United Kingdom,GBR,1961,118.9923,283.2703,0.8731722
United Kingdom,GBR,1962,119.6668,273.4725,0.9342206
United Kingdom,GBR,1963,120.2292,271.1672,0.96526533
United Kingdom,GBR,1964,121.0459,260.5049,0.3821765
United Kingdom,GBR,1965,120.6368,245.8083,1.548134
United Kingdom,GBR,1966,120.384,236.344,2.2512286
United Kingdom,GBR,1967,120.1708,227.6684,3.103944
United Kingdom,GBR,1968,119.5555,220.3073,2.2287219
United Kingdom,GBR,1969,117.9454,211.106,2.46881
United Kingdom,GBR,1970,116.444,202.4304,2.8488204
United Kingdom,GBR,1971,116.7745,193.1757,2.3251524
United Kingdom,GBR,1972,116.5799,191.2452,2.2135353
United Kingdom,GBR,1973,115.7831,194.1521,2.985219
United Kingdom,GBR,1974,115.5721,185.8901,2.7960641
United Kingdom,GBR,1975,112.9799,178.9547,2.7575338
United Kingdom,GBR,1976,113.2458,177.0984,2.880139
United Kingdom,GBR,1977,113.5848,175.4352,3.213436
United Kingdom,GBR,1978,113.7738,172.0611,3.0833864
United Kingdom,GBR,1979,112.4279,168.2158,3.1424527
United Kingdom,GBR,1980,113.5727,169.5224,3.159489
United Kingdom,GBR,1981,113.2184,171.1554,3.2366524
United Kingdom,GBR,1982,113.245,170.7126,3.2549436
United Kingdom,GBR,1983,112.9565,169.7815,3.2542212
United Kingdom,GBR,1984,113.1916,175.6114,3.25372
United Kingdom,GBR,1985,114.0469,167.0651,3.244116
United Kingdom,GBR,1986,113.3366,164.1658,3.2458313
United Kingdom,GBR,1987,113.2548,162.6142,3.237428
United Kingdom,GBR,1988,113.0382,167.806,3.208785
United Kingdom,GBR,1989,110.5593,162.1853,3.2207928
United Kingdom,GBR,1990,109.3587,160.1273,3.212001
United Kingdom,GBR,1991,108.5609,164.6663,3.2022657
United Kingdom,GBR,1992,108.2239,160.7218,3.292819
United Kingdom,GBR,1993,101.5633,146.9817,3.293743
United Kingdom,GBR,1994,99.1246,150.5714,3.3852851
United Kingdom,GBR,1995,99.3614,150.6017,3.376393
United Kingdom,GBR,1996,101.8324,144.5088,3.4682612
United Kingdom,GBR,1997,105.6648,140.1106,3.448596
United Kingdom,GBR,1998,104.0367,131.3553,3.4989178
United Kingdom,GBR,1999,99.3267,118.056,3.3282785
United Kingdom,GBR,2000,98.4524,118.301,3.4390008
United Kingdom,GBR,2001,95.5417,108.3731,3.4082997
United Kingdom,GBR,2002,97.2395,108.7142,3.3873343
United Kingdom,GBR,2003,95.5983,99.105,3.375727
United Kingdom,GBR,2004,97.744,102.1481,3.3523114
United Kingdom,GBR,2005,96.4564,111.8721,3.3278217
United Kingdom,GBR,2006,102.041,111.04,3.3129015
United Kingdom,GBR,2007,101.5709,112.9304,3.756828
United Kingdom,GBR,2008,100.7732,90.1546,3.0715618
United Kingdom,GBR,2009,100.8901,90.8719,2.955667
United Kingdom,GBR,2010,99.3336,99.6697,2.928846
United Kingdom,GBR,2011,100.4342,100.5925,2.9015567
United Kingdom,GBR,2012,102.3983,98.7776,2.8843641
United Kingdom,GBR,2013,103.1771,89.081,2.8585854
United Kingdom,GBR,2014,102.821,108.3003,3.4744935
United Kingdom,GBR,2015,100,100,3.0494308
United Kingdom,GBR,2016,100.51,100.4624,3.6453435
United Kingdom,GBR,2017,101.4716,104.7945,3.242175
United Kingdom,GBR,2018,100.8012,97.5738,3.6586342
United Kingdom,GBR,2019,101.629,96.6831,7.0383263
United States,USA,1961,104.5057,214.896,8.212054
United States,USA,1962,103.3909,204.0344,8.235591
United States,USA,1963,104.5636,193.4445,8.268881
United States,USA,1964,104.1594,186.6071,8.385489
United States,USA,1965,103.8953,179.4979,8.578876
United States,USA,1966,103.4862,164.3508,8.937269
United States,USA,1967,103.1915,158.6552,8.739648
United States,USA,1968,105.9812,157.6096,7.610611
United States,USA,1969,109.3321,148.7704,7.484338
United States,USA,1970,109.2492,142.7515,7.009347
United States,USA,1971,109.1305,140.0791,6.5755277
United States,USA,1972,109.0159,143.5494,6.152478
United States,USA,1973,108.9362,143.1264,6.217459
United States,USA,1974,108.9068,145.5718,6.4737797
United States,USA,1975,109.0667,140.1341,6.834276
United States,USA,1976,109.2266,137.3964,6.9681487
United States,USA,1977,109.5028,135.4394,7.6899967
United States,USA,1978,111.1234,139.6148,7.8326397
United States,USA,1979,111.2833,138.1978,8.095621
United States,USA,1980,111.6831,138.92,8.118155
United States,USA,1981,112.4826,139.1608,8.384828
United States,USA,1982,113.002,129.0254,8.668963
United States,USA,1983,112.9636,127.8845,9.271631
United States,USA,1984,112.9317,124.1558,10.071365
United States,USA,1985,112.8957,115.1276,10.810526
United States,USA,1986,112.8597,116.1362,12.169501
United States,USA,1987,111.856,117.7923,13.542961
United States,USA,1988,111.9103,119.5757,13.503558
United States,USA,1989,111.9623,115.7842,13.5554
United States,USA,1990,112.0183,108.5939,13.552028
United States,USA,1991,112.0742,107.162,13.724525
United States,USA,1992,111.4478,105.0837,13.563855
United States,USA,1993,110.8772,101.5043,13.622308
United States,USA,1994,110.5004,116.3507,13.714685
United States,USA,1995,110.4686,117.8353,13.782349
United States,USA,1996,109.2157,109.591,13.844728
United States,USA,1997,108.6926,109.5715,13.932154
United States,USA,1998,108.3407,104.9611,13.890855
United States,USA,1999,107.8189,104.6513,13.749314
United States,USA,2000,107.8277,101.8607,13.604953
United States,USA,2001,107.8342,94.9132,13.516958
United States,USA,2002,106.8025,95.4841,13.418748
United States,USA,2003,105.8784,93.8813,13.320645
United States,USA,2004,104.9542,92.0482,13.19875
United States,USA,2005,104.0305,90.5486,13.098133
United States,USA,2006,103.1037,91.0542,12.961247
United States,USA,2007,102.1817,86.8272,12.834089
United States,USA,2008,101.499,89.5959,12.709875
United States,USA,2009,100.8276,86.7928,12.68015
United States,USA,2010,100.1761,91.0645,11.499189
United States,USA,2011,99.6846,92.994,11.427573
United States,USA,2012,99.1954,90.1496,11.260275
United States,USA,2013,99.4636,87.7833,11.13351
United States,USA,2014,99.7318,92.2786,12.023194
United States,USA,2015,100,100,11.96097
United States,USA,2016,100.2682,101.503,11.925158
United States,USA,2017,100.5364,101.276,11.878042
United States,USA,2018,100.5367,100.0585,11.798066
United States,USA,2019,100.5367,100.0688,12.185413
Turkey,TUR,1961,84.1573,83.7099,11.839093
Turkey,TUR,1962,84.7062,84.1463,8.822268
Turkey,TUR,1963,87.0594,84.5375,11.668972
Turkey,TUR,1964,87.1686,84.9061,10.449676
Turkey,TUR,1965,87.5778,85.2597,9.633607
Turkey,TUR,1966,88.7968,85.6057,9.9473715
Turkey,TUR,1967,88.6271,85.9292,10.139235
Turkey,TUR,1968,89.9479,86.2603,9.444243
Turkey,TUR,1969,93.923,86.6063,9.35268
Turkey,TUR,1970,93.2974,86.99,9.362937
Turkey,TUR,1971,94.2586,87.2082,10.116366
Turkey,TUR,1972,96.561,87.4339,8.866669
Turkey,TUR,1973,97.0425,87.637,8.7255945
Turkey,TUR,1974,96.4352,87.7724,9.395065
Turkey,TUR,1975,96.1119,87.8175,9.225212
Turkey,TUR,1976,96.7257,87.7423,9.950745
Turkey,TUR,1977,97.4084,87.5843,9.366506
Turkey,TUR,1978,98.7472,87.3662,9.453564
Turkey,TUR,1979,101.531,87.1329,9.648065
Turkey,TUR,1980,101.0714,86.9148,8.414913
Turkey,TUR,1981,101.8448,88.3743,8.151859
Turkey,TUR,1982,98.1732,89.8638,9.469884
Turkey,TUR,1983,97.374,91.3534,9.539438
Turkey,TUR,1984,100.5027,92.7678,12.197912
Turkey,TUR,1985,101.5587,94.0617,13.630643
Turkey,TUR,1986,102.114,95.2278,17.53711
Turkey,TUR,1987,104.2003,96.2735,15.934416
Turkey,TUR,1988,104.3692,97.229,14.8971615
Turkey,TUR,1989,105.3852,98.1468,20.696695
Turkey,TUR,1990,105.5617,99.0646,20.495068
Turkey,TUR,1991,105.7698,100.3586,13.320499
Turkey,TUR,1992,105.421,100.0758,14.26552
Turkey,TUR,1993,105.5972,94.1626,14.263372
Turkey,TUR,1994,106.4467,101.8254,8.862741
Turkey,TUR,1995,104.444,103.2564,13.558479
Turkey,TUR,1996,104.1196,104.7979,15.084107
Turkey,TUR,1997,103.7472,102.2043,15.231566
Turkey,TUR,1998,105.0022,104.8153,15.326459
Turkey,TUR,1999,105.1277,104.5222,15.64335
Turkey,TUR,2000,105.0954,100.2052,13.3415785
Turkey,TUR,2001,106.238,99.2399,17.593216
Turkey,TUR,2002,108.0748,97.4655,15.893712
Turkey,TUR,2003,106.3896,94.527,23.055063
Turkey,TUR,2004,108.1176,91.204,19.298882
Turkey,TUR,2005,108.1572,90.6557,18.438242
Turkey,TUR,2006,105.9287,89.538,14.237651
Turkey,TUR,2007,102.9124,88.7448,20.483553
Turkey,TUR,2008,101.7432,89.4754,16.30826
Turkey,TUR,2009,101.099,89.0507,15.545145
Turkey,TUR,2010,101.4074,97.903,17.648119
Turkey,TUR,2011,99.0719,106.1695,15.79284
Turkey,TUR,2012,99.5604,106.216,18.455133
Turkey,TUR,2013,99.6092,106.7707,22.308685
Turkey,TUR,2014,100.0092,99.9342,22.69055
Turkey,TUR,2015,100,100,22.746403
Turkey,TUR,2016,99.3192,98.2803,19.35119
Turkey,TUR,2017,98.208,101.2809,20.009777
Turkey,TUR,2018,97.6981,98.8551,19.150848
Turkey,TUR,2019,97.4509,95.4917,17.599016
South Africa,ZAF,1961,94.7384,187.0733,124.54416
South Africa,ZAF,1962,95.0524,197.97,124.97551
South Africa,ZAF,1963,95.4285,176.6769,129.26633
South Africa,ZAF,1964,95.7608,173.1327,127.23512
South Africa,ZAF,1965,96.1369,178.5117,135.10391
South Africa,ZAF,1966,96.3999,179.9238,120.328674
South Africa,ZAF,1967,96.7021,179.8923,120.535774
South Africa,ZAF,1968,97.1605,180.2524,126.368195
South Africa,ZAF,1969,97.6178,190.8356,122.53951
South Africa,ZAF,1970,97.9597,185.4468,123.308075
South Africa,ZAF,1971,98.3525,180.0607,112.85901
South Africa,ZAF,1972,98.6286,165.3398,116.45392
South Africa,ZAF,1973,98.9036,160.8137,113.881615
South Africa,ZAF,1974,99.1807,159.5533,112.30847
South Africa,ZAF,1975,99.4212,157.6388,111.01887
South Africa,ZAF,1976,99.8237,141.3577,107.91284
South Africa,ZAF,1977,99.6401,141.8494,109.37127
South Africa,ZAF,1978,99.6035,141.9812,117.06021
South Africa,ZAF,1979,99.3663,144.8731,120.76914
South Africa,ZAF,1980,99.2368,136.7406,118.48487
South Africa,ZAF,1981,98.9672,126.7983,112.843315
South Africa,ZAF,1982,98.664,125.9122,112.64602
South Africa,ZAF,1983,98.664,124.6417,106.91071
South Africa,ZAF,1984,98.664,134.8805,109.78014
South Africa,ZAF,1985,98.664,146.2124,109.1617
South Africa,ZAF,1986,100.6724,148.5891,104.73546
South Africa,ZAF,1987,100.3691,148.6659,101.28227
South Africa,ZAF,1988,100.7242,134.2438,93.875046
South Africa,ZAF,1989,101.4241,135.9619,104.02953
South Africa,ZAF,1990,102.1135,137.6799,99.49847
South Africa,ZAF,1991,102.8468,129.5244,99.3049
South Africa,ZAF,1992,104.8583,121.9246,100.43635
South Africa,ZAF,1993,106.7867,127.6828,107.113754
South Africa,ZAF,1994,107.0117,109.0659,101.87377
South Africa,ZAF,1995,107.8222,105.4218,98.29781
South Africa,ZAF,1996,109.2031,108.0089,98.76854
South Africa,ZAF,1997,110.0573,105.6827,97.26902
South Africa,ZAF,1998,110.096,101.3932,101.38036
South Africa,ZAF,1999,110.6286,99.6722,100.60343
South Africa,ZAF,2000,111.0767,106.4262,106.19166
South Africa,ZAF,2001,110.3376,91.6484,107.890465
South Africa,ZAF,2002,110.4677,108.4447,109.15759
South Africa,ZAF,2003,109.8188,99.6381,110.56647
South Africa,ZAF,2004,107.6987,101.2563,108.422966
South Africa,ZAF,2005,106.8826,100.6597,106.30619
South Africa,ZAF,2006,102.9235,107.8858,99.99917
South Africa,ZAF,2007,102.9567,92.0811,99.26336
South Africa,ZAF,2008,104.4344,91.9381,96.09873
South Africa,ZAF,2009,103.6518,81.1112,93.63339
South Africa,ZAF,2010,103.0229,75.865,94.46254
South Africa,ZAF,2011,99.8782,73.1673,94.02569
South Africa,ZAF,2012,100,78.9142,93.08026
South Africa,ZAF,2013,100,84.0582,93.435234
South Africa,ZAF,2014,100,79.8701,98.03648
South Africa,ZAF,2015,100,100,97.83357
South Africa,ZAF,2016,100,99.2751,95.057625
South Africa,ZAF,2017,100,96.0802,96.74584
South Africa,ZAF,2018,100,95.1213,96.36596
South Africa,ZAF,2019,100,96.8647,84.06647
